DOW,NAME,COUNTY
01000100,Pine,Aitkin
01000200,Split Rock,Aitkin
01000300,Sandabacka,Aitkin
01000400,Dutch,Aitkin
01000500,Rice,Aitkin
01000600,Mud,Aitkin
01000700,Jay,Aitkin
01000800,Spruce,Aitkin
01000900,Douglas,Aitkin
01001000,Nelson,Aitkin
01001100,Cranberry,Aitkin
01001200,Louma,Aitkin
01001300,Kelly,Aitkin
01001400,Savanna,Aitkin
01001500,Shumway,Aitkin
01001600,Little Prairie,Aitkin
01001700,Stony,Aitkin
01001800,Little Savanna,Aitkin
01001900,Wolf,Aitkin
01002000,Unnamed,Aitkin
01002100,Floodwood Pond,Aitkin
01002200,Island,Aitkin
01002300,Round,Aitkin
01002400,Loon,Aitkin
01002500,Twenty-one,Aitkin
01002600,Little Sheriff,Aitkin
01002700,Sheriff,Aitkin
01002800,Starvation,Aitkin
01002900,Mud,Aitkin
01003000,Rice,Aitkin
01003100,Anderson,Aitkin
01003200,Camp,Aitkin
01003300,Minnewawa,Aitkin
01003400,Horseshoe,Aitkin
01003500,Mud,Aitkin
01003600,Wakefield,Aitkin
01003700,Unnamed,Aitkin
01003800,Remote,Aitkin
01003900,Unnamed,Aitkin
01004000,Aitkin,Aitkin
01004100,Twin,Aitkin
01004200,Glacier,Aitkin
01004300,Unnamed,Aitkin
01004400,Tiesen,Aitkin
01004500,Blackface,Aitkin
01004600,Ball Bluff,Aitkin
01004700,Long,Aitkin
01004800,Little Blackface,Aitkin
01004900,Bay,Aitkin
01005000,Unnamed,Aitkin
01005100,Unnamed,Aitkin
01005200,Little Red Horse,Aitkin
01005300,Rat House,Aitkin
01005400,Unnamed,Aitkin
01005500,Boot,Aitkin
01005600,Cutaway,Aitkin
01005700,Little Ball Bluff,Aitkin
01005800,Vanduse,Aitkin
01005900,Hay,Aitkin
01006000,Sandy River,Aitkin
01006100,Flowage,Aitkin
01006200,Big Sandy,Aitkin
01006300,Bass,Aitkin
01006400,Bear,Aitkin
01006500,Cedar,Aitkin
01006600,Porcupine,Aitkin
01006700,Rice,Aitkin
01006800,Mandy,Aitkin
01006900,Portage,Aitkin
01007000,Round,Aitkin
01007100,Davis,Aitkin
01007101,Davis (Main Bay),Aitkin
01007102,Steamboat,Aitkin
01007200,Rock,Aitkin
01007300,Bass,Aitkin
01007400,Turner,Aitkin
01007500,Ude,Aitkin
01007600,Sanders,Aitkin
01007700,Rat,Aitkin
01007800,Brown,Aitkin
01008000,Libby,Aitkin
01008100,Oxbow,Aitkin
01008200,Twin,Aitkin
01008300,Townline,Aitkin
01008400,Sugar,Aitkin
01008500,Twenty,Aitkin
01008600,Deer,Aitkin
01008700,Sugar,Aitkin
01008800,Lily,Aitkin
01008900,Long,Aitkin
01009000,Spring,Aitkin
01009100,Rabbit,Aitkin
01009200,Swamp,Aitkin
01009300,Clear,Aitkin
01009400,Johnson,Aitkin
01009500,Unnamed,Aitkin
01009600,Dam,Aitkin
01009700,Newstrom,Aitkin
01009800,Camp,Aitkin
01009900,Gun,Aitkin
01010000,Jenkins,Aitkin
01010100,Long,Aitkin
01010200,Wilkins,Aitkin
01010300,Whispering,Aitkin
01010400,French,Aitkin
01010500,Fleming,Aitkin
01010600,Clear,Aitkin
01010700,Red,Aitkin
01010800,Langs,Aitkin
01010900,Taylor,Aitkin
01011000,Studhorse,Aitkin
01011100,Washburn,Aitkin
01011200,Dagle,Aitkin
01011300,Turtle,Aitkin
01011400,Thirty-One,Aitkin
01011500,Section Ten,Aitkin
01011600,Four,Aitkin
01011700,Nord,Aitkin
01011800,Raspberry,Aitkin
01011900,Edquist,Aitkin
01012000,Section Twelve,Aitkin
01012100,Linde,Aitkin
01012200,Sweetman,Aitkin
01012300,Elm Island,Aitkin
01012400,Sixteen,Aitkin
01012500,Lone,Aitkin
01012600,Monson,Aitkin
01012700,Section 25,Aitkin
01012800,Lingroth,Aitkin
01012900,Sissabagamah,Aitkin
01013000,Perkins,Aitkin
01013100,Johnson,Aitkin
01013200,Hanson,Aitkin
01013300,Olson,Aitkin
01013400,Sitas,Aitkin
01013500,Packer,Aitkin
01013600,Waukenabo,Aitkin
01013700,Round,Aitkin
01013800,Kingsley Pothole,Aitkin
01013900,Kangas,Aitkin
01014000,Moose,Aitkin
01014100,Previs,Aitkin
01014200,Hill,Aitkin
01014201,Hill (North Basin),Aitkin
01014202,Hill (South Basin),Aitkin
01014300,Perry,Aitkin
01014400,Bible,Aitkin
01014500,Chamberlin,Aitkin
01014600,Ripple,Aitkin
01014700,Esquagamah,Aitkin
01014800,White Elk,Aitkin
01014900,Mallard,Aitkin
01015000,Little Spruce,Aitkin
01015100,Spruce,Aitkin
01015200,Cranberry,Aitkin
01015300,Laurel,Aitkin
01015400,Horseshoe,Aitkin
01015500,Camp,Aitkin
01015600,Spectacle,Aitkin
01015700,Big Pine,Aitkin
01015800,Gregg,Aitkin
01015900,Farm Island,Aitkin
01016000,Three,Aitkin
01016100,Hammal,Aitkin
01016200,Four,Aitkin
01016300,Taylor,Aitkin
01016400,Christmas,Aitkin
01016500,Black Shadow,Aitkin
01016600,Carlson,Aitkin
01016700,Pine Island,Aitkin
01016800,Hill,Aitkin
01016900,Bachelor,Aitkin
01017000,Hanging Kettle,Aitkin
01017100,Diamond,Aitkin
01017200,Landgren,Aitkin
01017300,Long,Aitkin
01017400,Thornton,Aitkin
01017500,Dummer,Aitkin
01017600,Little Pine,Aitkin
01017700,Anderson,Aitkin
01017800,Spirit,Aitkin
01017900,Hickory,Aitkin
01018000,Apple,Aitkin
01018100,Blue,Aitkin
01018200,Pickerel,Aitkin
01018300,Bass,Aitkin
01018400,Poor Farm,Aitkin
01018500,Dogfish,Aitkin
01018600,Tarr,Aitkin
01018700,Lily,Aitkin
01018800,Blind,Aitkin
01018900,Cartie,Aitkin
01019000,Starry,Aitkin
01019100,Avenue,Aitkin
01019200,Olds,Aitkin
01019300,Muskeg,Aitkin
01019400,Mud,Aitkin
01019500,Bass,Aitkin
01019600,Otter,Aitkin
01019700,Little McKinney,Aitkin
01019800,Blackwater,Aitkin
01019900,McKinney,Aitkin
01020000,Shovel,Aitkin
01020100,Holy Water,Aitkin
01020200,Cranberry,Aitkin
01020300,Unnamed,Aitkin
01020400,Round,Aitkin
01020500,Sanders,Aitkin
01020600,Birch,Aitkin
01020700,Townline,Aitkin
01020800,Sunset,Aitkin
01020900,Cedar,Aitkin
01020901,Cedar(Main Basin),Aitkin
01020902,Cedar(N.E. Arm),Aitkin
01020903,Cedar(West Bay),Aitkin
01021000,Brown,Aitkin
01021100,Coon,Aitkin
01021200,Moulton,Aitkin
01021300,Edna,Aitkin
01021600,Schoolhouse,Aitkin
01021700,Little Turtle,Aitkin
01021900,Round,Aitkin
01022100,Unnamed,Aitkin
01022200,Unnamed,Aitkin
01022300,Camp,Aitkin
01022400,Unnamed,Aitkin
01022500,Unnamed,Aitkin
01022600,Brennen,Aitkin
01022700,Unnamed,Aitkin
01022800,Unnamed,Aitkin
01022900,Unnamed,Aitkin
01023000,Unnamed,Aitkin
01023200,Johnson,Aitkin
01023300,Constance,Aitkin
01023700,Little Ripple,Aitkin
01023800,Killroy,Aitkin
01023900,Unnamed,Aitkin
01024000,Haveri,Aitkin
01024100,Unnamed,Aitkin
01024200,Unnamed,Aitkin
01024300,Unnamed,Aitkin
01025100,Spalding,Aitkin
01025200,Lost,Aitkin
01025400,Bone,Aitkin
01025500,Unnamed,Aitkin
01025700,Unnamed,Aitkin
01025800,Unnamed,Aitkin
01025900,Unnamed,Aitkin
01026000,Unnamed,Aitkin
01026100,Unnamed,Aitkin
01026200,Unnamed,Aitkin
01026300,Unnamed,Aitkin
01026400,Unnamed,Aitkin
01026900,Unnamed,Aitkin
01027000,Unnamed,Aitkin
01027300,Unnamed,Aitkin
01027600,Smith,Aitkin
01027800,Unnamed,Aitkin
01028100,Unnamed,Aitkin
01028200,Soderman,Aitkin
01028300,Krilwitz,Aitkin
01028500,Unnamed,Aitkin
01028600,Unnamed,Aitkin
01028700,West,Aitkin
01028800,Baker,Aitkin
01028900,East,Aitkin
01029800,Unnamed,Aitkin
01029900,Unnamed,Aitkin
01030900,Unnamed,Aitkin
01031100,Unnamed,Aitkin
01031200,Unnamed,Aitkin
01031300,Unnamed,Aitkin
01031400,Unnamed,Aitkin
01031600,Sjodin,Aitkin
01031900,Unnamed,Aitkin
01032100,Prescott,Aitkin
01032200,Unnamed,Aitkin
01032300,Townhall,Aitkin
01032500,Smith,Aitkin
01032600,Mississippi River - Big Logan Oxbow,Aitkin
01032700,Mississippi River - Little Logan Oxbow,Aitkin
01032800,Unnamed,Aitkin
01032900,Mississippi River - Unnamed,Aitkin
01033000,Unnamed,Aitkin
01033100,Upper Blind,Aitkin
01033200,Unnamed,Aitkin
01033300,Unnamed,Aitkin
01033400,Unnamed,Aitkin
01033600,Unnamed,Aitkin
01033700,Maydole Logan,Aitkin
01033800,Oxbow,Aitkin
01034000,Unnamed,Aitkin
01034300,Unnamed,Aitkin
01034500,Unnamed,Aitkin
01034700,Unnamed,Aitkin
01034800,Unnamed,Aitkin
01035100,Unnamed,Aitkin
01035200,Unnamed,Aitkin
01035400,Unnamed,Aitkin
01035500,Unnamed,Aitkin
01035600,Unnamed,Aitkin
01035800,Moose River Pool,Aitkin
01035900,Unnamed,Aitkin
01036000,Unnamed,Hennepin
01036100,Unnamed,Aitkin
01036200,Unnamed,Aitkin
01036300,Unnamed,Aitkin
01036400,Unnamed,Aitkin
01036500,Unnamed,Aitkin
01036600,Unnamed,Aitkin
01036700,Unnamed,Aitkin
01036800,Unnamed,Aitkin
01037000,Unnamed,Aitkin
01037100,Unnamed,Aitkin
01037200,Unnamed,Aitkin
01037300,Clark Logan,Aitkin
01038300,Jewett WMA Impoundment,Aitkin
01038600,Unnamed,Aitkin
01038900,Unnamed,Aitkin
01039400,Unnamed,Aitkin
01039500,Unnamed,Aitkin
01039600,Unnamed,Aitkin
01039700,Drain,Aitkin
01039800,Unnamed,Aitkin
01039900,Unnamed,Aitkin
01040100,Unnamed,Aitkin
01040300,Unnamed,Aitkin
01040700,Unnamed,Aitkin
01040800,Unnamed,Aitkin
01040900,Unnamed,Aitkin
01041000,Kimberly WMA Impound.,Aitkin
01041100,Kimberly WMA Impound.,Aitkin
01041200,Rice River Impoundment,Aitkin
01041300,Unnamed,Aitkin
01041500,Salo WMA Impoundment,Aitkin
01041800,Unnamed,Aitkin
01041900,Unnamed,Aitkin
01042000,Unnamed,Aitkin
01042100,Unnamed,Aitkin
01042300,Unnamed,Aitkin
01042400,Mississippi River - Unnamed,Aitkin
01042700,Cornish Impoundment,Aitkin
01042900,Unnamed,Aitkin
01043000,Unnamed,Aitkin
01043100,Unnamed (Willow River Pnd),Aitkin
01043200,Unnamed,Aitkin
01043300,Little Hill Impound.,Aitkin
01043400,Unnamed,Aitkin
01044400,Nicholson Pond,Aitkin
01044500,Earl,Aitkin
01044600,Section 25 Lake,Aitkin
01044700,Unnamed,Aitkin
01044800,Unnamed,Aitkin
01044900,Unnamed,Aitkin
01045000,Unnamed,Aitkin
01045100,Unnamed,Aitkin
01045200,Unnamed,Aitkin
01045300,Heft Pond,Aitkin
01045400,Hammond Pond,Aitkin
01045500,Little Hill F Pond,Aitkin
01045600,Cornish Township,Aitkin
01045700,Digman Pond,Aitkin
01045800,Forested Pond,Aitkin
01045900,Hidden Pond,Aitkin
01046000,Highway Pond,Aitkin
01046100,Seahorse Pond,Aitkin
01046200,White Sucker 1 Pond,Aitkin
01046300,White Sucker 2 Pond,Aitkin
01046400,Township Pond,Aitkin
01046500,Chelsey Brook Pond,Aitkin
01046501,Chelsey Pond,Aitkin
01046502,Brook Pond,Aitkin
01046600,Mad Pond,Aitkin
01046700,Dino Pond,Aitkin
02000100,Unnamed (City West Pond),Anoka
02000200,Higgins,Anoka
02000300,Otter,Anoka
02000400,Peltier,Anoka
02000500,George Watch,Anoka
02000500,George Watch,Anoka
02000600,Centerville,Anoka
02000700,Marshan,Anoka
02000800,Rice,Anoka
02000900,Reshanau,Anoka
02001000,Wards,Anoka
02001100,Sherman,Anoka
02001200,Cedar,Anoka
02001300,Baldwin,Anoka
02001400,Amelia,Anoka
02001500,Rondeau,Anoka
02001600,Howard,Anoka
02001800,Columbus,Anoka
02001900,Crossways,Anoka
02002000,East Twin,Anoka
02002100,Tamarack,Anoka
02002200,Island,Anoka
02002300,Unnamed,Anoka
02002400,Unnamed,Anoka
02002500,Skunk,Anoka
02002600,Linwood,Anoka
02002700,Unnamed,Anoka
02002800,Boot,Anoka
02002900,Unnamed,Anoka
02003000,Unnamed,Anoka
02003100,Unnamed,Anoka
02003200,Little Coon,Anoka
02003300,West Twin,Anoka
02003400,Martin,Anoka
02003500,Fawn,Anoka
02003600,Pet,Anoka
02003700,Mud,Anoka
02003800,Unnamed,Anoka
02003900,Unnamed,Anoka
02004000,Ryan,Anoka
02004100,Unnamed,Anoka
02004200,Coon,Anoka
02004300,Rice,Anoka
02004400,Unnamed,Anoka
02004500,Golden,Anoka
02004600,Unnamed (Blaine Pond),Anoka
02004800,South Coon,Anoka
02004900,Unnamed,Anoka
02005000,Unnamed (Mallard),Anoka
02005100,Unnamed,Anoka
02005200,Netta,Anoka
02005300,Ham,Anoka
02005400,Bailey,Anoka
02005500,Lone Pine,Anoka
02005600,Booster Pond,Anoka
02005700,Neds,Anoka
02005800,Devil,Anoka
02005900,Deer,Anoka
02006000,Mud,Anoka
02006100,Unnamed,Anoka
02006200,Goose,Anoka
02006300,Anderson,Anoka
02006400,Unnamed,Anoka
02006500,Fish,Anoka
02006600,Unnamed,Anoka
02006700,Minard,Anoka
02006800,Unnamed,Anoka
02006900,Unnamed,Anoka
02007000,Coopers,Anoka
02007100,Spring,Anoka
02007200,Laddie,Anoka
02007300,Unnamed,Anoka
02007400,Unnamed,Anoka
02007500,Moore,Anoka
02007501,East Moore,Anoka
02007502,West Moore,Anoka
02007700,Locke,Anoka
02007800,Unnamed,Anoka
02007900,Unnamed (Highland),Anoka
02008000,Sandy,Anoka
02008100,Hart,Anoka
02008300,McKay,Anoka
02008400,Crooked,Anoka
02008500,Ward,Anoka
02008600,Unnamed,Anoka
02008700,Unnamed,Anoka
02008800,Leman,Anoka
02008900,Round,Anoka
02009000,Bunker,Anoka
02009100,George,Anoka
02009200,Grass,Anoka
02009300,Unnamed,Anoka
02009400,Unnamed,Anoka
02009500,Unnamed,Anoka
02009600,Hickey,Anoka
02009700,Mud,Anoka
02009800,Swan,Anoka
02009900,Unnamed,Anoka
02010100,Unnamed,Anoka
02010200,Sand Shore,Anoka
02010300,Unnamed,Anoka
02010400,Rogers,Anoka
02010500,Mud,Anoka
02010600,Norris,Anoka
02010700,Unnamed (Frank),Anoka
02010800,Unnamed,Anoka
02010900,Eddy,Anoka
02011000,Itasca,Anoka
02011100,Jeglens Marsh,Anoka
02011200,Unnamed,Anoka
02011300,Grass,Anoka
02011400,Unnamed,Anoka
02011401,Unnamed,Anoka
02011402,Unnamed (south portion),Anoka
02011500,Unnamed,Anoka
02011600,Unnamed,Anoka
02011700,Unnamed,Anoka
02011800,Unnamed,Anoka
02011900,Unnamed,Anoka
02012000,Unnamed,Anoka
02012100,Unnamed,Anoka
02012200,Burns,Anoka
02012300,Unnamed,Anoka
02012400,Unnamed,Anoka
02012500,Unnamed,Anoka
02012600,Nowthen Pond,Anoka
02012700,Goose,Anoka
02012800,Pinnaker,Anoka
02012900,Eckstrom,Anoka
02013000,Pickerel,Anoka
02013100,Bear,Anoka
02013200,Unnamed,Anoka
02013300,East Twin,Anoka
02013400,Unnamed,Anoka
02013500,Bass,Anoka
02013600,Benjamin,Anoka
02013700,Unnamed,Anoka
02013800,McCann,Anoka
02013900,Unnamed,Anoka
02014000,Unnamed,Anoka
02014100,Unnamed,Anoka
02014200,Unnamed,Anoka
02014300,Unnamed,Anoka
02014500,Pool 19 Carlos Avery WMA,Anoka
02014800,Unnamed,Anoka
02015000,Unnamed,Anoka
02015100,Unnamed,Anoka
02015200,Cedar Bog,Anoka
02015300,Unnamed,Anoka
02015400,Unnamed,Anoka
02015500,Unnamed,Anoka
02015600,Unnamed,Anoka
02015700,Unnamed,Anoka
02015900,Unnamed,Anoka
02016000,Unnamed,Anoka
02016100,Unnamed,Anoka
02016300,Unnamed,Anoka
02016600,Unnamed,Anoka
02016700,Unnamed,Anoka
02017000,Unnamed,Anoka
02017100,Unnamed,Anoka
02017200,Unnamed,Anoka
02017500,Unnamed,Anoka
02017600,Unnamed,Anoka
02017800,Unnamed,Anoka
02018000,Unnamed,Anoka
02018200,Unnamed,Anoka
02018400,Unnamed,Anoka
02018700,Unnamed,Anoka
02018800,Unnamed,Anoka
02018900,Unnamed,Anoka
02019000,Unnamed,Anoka
02019100,Unnamed,Anoka
02019200,Unnamed,Anoka
02019500,Unnamed,Anoka
02019600,Unnamed,Anoka
02019700,Unnamed,Anoka
02019900,Unnamed,Anoka
02020000,Unnamed,Anoka
02020200,Unnamed,Anoka
02020300,Unnamed,Anoka
02020400,Unnamed,Anoka
02020600,Unnamed,Anoka
02020700,Unnamed,Anoka
02020800,Unnamed,Anoka
02020900,Unnamed,Anoka
02021000,Unnamed,Anoka
02021100,Unnamed,Anoka
02021500,Unnamed,Anoka
02021600,Unnamed,Anoka
02021900,Unnamed,Anoka
02022000,Unnamed,Anoka
02022200,Unnamed,Anoka
02022300,Unnamed,Anoka
02022500,Unnamed,Anoka
02022800,Unnamed,Anoka
02022900,Unnamed,Anoka
02023100,Unnamed,Anoka
02023300,Unnamed,Anoka
02023400,Unnamed,Anoka
02023600,Unnamed,Anoka
02024100,Unnamed,Anoka
02024300,Unnamed,Anoka
02024400,Unnamed,Anoka
02024500,Unnamed,Anoka
02024600,Unnamed,Anoka
02024700,Unnamed,Anoka
02025000,Unnamed,Anoka
02025300,Unnamed,Anoka
02025400,Unnamed,Anoka
02025500,Unnamed,Anoka
02025700,Unnamed,Anoka
02025800,Unnamed,Anoka
02025900,Unnamed,Anoka
02026300,Unnamed,Anoka
02026400,Unnamed,Anoka
02026700,Unnamed,Anoka
02027000,Unnamed,Anoka
02027100,Unnamed,Anoka
02027500,Unnamed,Anoka
02027600,Unnamed,Anoka
02028000,Unnamed,Anoka
02028100,Unnamed,Anoka
02028200,Unnamed,Anoka
02028300,Unnamed,Anoka
02028400,Unnamed,Anoka
02028500,Unnamed,Anoka
02028700,Unnamed,Anoka
02028800,Unnamed,Anoka
02028900,Unnamed,Anoka
02029000,Unnamed,Anoka
02029200,Unnamed,Anoka
02029300,Unnamed,Anoka
02029500,Unnamed,Anoka
02029600,Unnamed,Anoka
02029700,Unnamed,Anoka
02029800,Unnamed,Anoka
02029900,Unnamed,Anoka
02030000,Unnamed,Anoka
02030600,Unnamed,Anoka
02030700,Unnamed,Anoka
02030800,Unnamed,Anoka
02031000,Unnamed,Anoka
02031100,Unnamed,Anoka
02031200,Unnamed,Anoka
02031500,Unnamed,Anoka
02031600,Unnamed,Anoka
02031900,Unnamed,Anoka
02032100,Unnamed,Anoka
02032300,Unnamed,Anoka
02032400,Unnamed,Anoka
02032500,Unnamed,Anoka
02032800,Unnamed,Anoka
02033000,Unnamed,Anoka
02033100,Unnamed,Anoka
02033200,Unnamed,Anoka
02033300,Unnamed,Anoka
02033400,Unnamed,Anoka
02033600,Unnamed,Anoka
02033700,Unnamed,Anoka
02033800,Unnamed,Anoka
02033900,Unnamed,Anoka
02034100,Unnamed,Anoka
02034200,Unnamed,Anoka
02034300,Unnamed,Anoka
02034600,Unnamed,Anoka
02034800,Unnamed,Anoka
02034801,Unnamed-North portion,Anoka
02034802,Unnamed- Middle Portion,Anoka
02034803,Unnamed - Southwest Bay,Anoka
02034900,Unnamed,Anoka
02035000,Unnamed,Anoka
02035100,Unnamed,Anoka
02035200,Unnamed,Anoka
02035600,Unnamed,Anoka
02035700,Unnamed,Anoka
02035800,Unnamed,Anoka
02036200,Unnamed,Anoka
02036600,Unnamed,Anoka
02036700,Unnamed,Anoka
02036900,Unnamed,Anoka
02037100,Unnamed,Anoka
02037500,Unnamed,Anoka
02037600,Unnamed,Anoka
02037700,Unnamed,Anoka
02037900,Unnamed,Anoka
02038000,Unnamed,Anoka
02038100,Unnamed,Anoka
02038300,Unnamed,Anoka
02038400,Unnamed,Anoka
02038500,Unnamed,Anoka
02038600,Unnamed,Anoka
02038700,Unnamed,Anoka
02038800,Unnamed,Anoka
02039200,Unnamed,Anoka
02039300,Unnamed,Anoka
02039400,Unnamed,Anoka
02039500,Unnamed,Anoka
02039600,Unnamed,Anoka
02039700,Unnamed,Anoka
02039800,Unnamed,Anoka
02039900,Unnamed,Anoka
02040000,Unnamed,Anoka
02040300,Unnamed,Anoka
02040400,Unnamed,Anoka
02040700,Unnamed,Anoka
02041000,Unnamed,Anoka
02041100,Unnamed,Anoka
02041200,Unnamed,Anoka
02041300,Unnamed,Anoka
02041500,Unnamed,Anoka
02041600,Unnamed,Anoka
02041700,Unnamed,Anoka
02041800,Unnamed,Anoka
02041900,Unnamed,Anoka
02042000,Unnamed,Anoka
02042100,Unnamed,Anoka
02042300,Unnamed,Anoka
02042400,Unnamed,Anoka
02042700,Unnamed,Anoka
02042800,Unnamed,Anoka
02042900,Unnamed,Anoka
02043100,Unnamed,Anoka
02043200,Unnamed,Anoka
02043300,Unnamed,Anoka
02043301,Unnamed (NW portion),Anoka
02043302,Unnamed (center portion),Anoka
02043303,Unnamed (SE portion),Anoka
02043500,Unnamed,Anoka
02043600,Unnamed,Anoka
02043700,Unnamed,Anoka
02043900,Unnamed,Anoka
02044000,Unnamed,Anoka
02044200,Unnamed,Anoka
02044400,Unnamed,Anoka
02044500,Unnamed,Anoka
02044600,Unnamed,Anoka
02044700,Unnamed,Anoka
02044800,Unnamed,Anoka
02045200,Unnamed,Anoka
02045300,Unnamed,Anoka
02045400,Unnamed,Anoka
02045500,Unnamed,Anoka
02045600,Unnamed,Anoka
02045700,Unnamed,Anoka
02045900,Unnamed,Anoka
02046200,Unnamed,Anoka
02046300,Unnamed,Anoka
02046400,Unnamed,Anoka
02046500,Unnamed,Anoka
02046700,Unnamed,Anoka
02047100,Unnamed,Anoka
02047200,Unnamed,Anoka
02047400,Unnamed,Anoka
02047600,Unnamed,Anoka
02047700,Unnamed,Anoka
02047800,Unnamed,Anoka
02048000,Unnamed,Anoka
02048100,Unnamed,Anoka
02048200,Unnamed,Anoka
02048300,Unnamed,Anoka
02048400,Unnamed,Anoka
02048500,Unnamed,Anoka
02048800,Unnamed,Anoka
02048900,Unnamed,Anoka
02049100,Unnamed,Anoka
02049200,Unnamed,Anoka
02049300,Unnamed,Anoka
02049301,Unnamed (Pool 23),Anoka
02049302,Unnamed Pool,Anoka
02049400,Unnamed,Anoka
02049500,Unnamed,Anoka
02049600,Unnamed,Anoka
02049700,Unnamed,Anoka
02049900,Unnamed,Anoka
02050000,Unnamed,Anoka
02050200,Unnamed,Anoka
02050400,Unnamed,Anoka
02050500,Unnamed,Anoka
02050600,Unnamed,Anoka
02050700,Unnamed,Anoka
02050800,Unnamed,Anoka
02051000,Unnamed,Anoka
02051100,Unnamed,Anoka
02051101,Unnamed,Anoka
02051102,Unnamed,Anoka
02051103,Avery Pond,Anoka
02051500,Unnamed,Anoka
02051700,Unnamed,Anoka
02051800,Unnamed,Anoka
02051900,Unnamed,Anoka
02052000,Unnamed,Anoka
02052001,Unnamed (Pool 13),Anoka
02052002,Unnamed (Pool 14),Anoka
02052003,Unnamed (Pool 15),Anoka
02052004,Unnamed (Pool 16),Anoka
02052005,Unnamed Pool,Anoka
02052006,Unnamed Pool,Anoka
02052100,Unnamed,Anoka
02052200,Unnamed,Anoka
02052300,Unnamed,Anoka
02052800,Unnamed,Anoka
02052900,Unnamed (Wiregrass Marsh),Anoka
02052901,Unnamed (Wiregrass Marsh),Anoka
02052902,Unnamed (Wiregrass Marsh),Anoka
02053000,Unnamed,Anoka
02053100,Unnamed,Anoka
02053300,Unnamed,Anoka
02053400,Unnamed,Anoka
02053600,Unnamed,Anoka
02054100,Unnamed,Anoka
02054500,Unnamed,Anoka
02054600,Unnamed,Anoka
02054800,Unnamed,Anoka
02054900,Unnamed,Anoka
02055400,Unnamed,Anoka
02055500,Unnamed,Anoka
02055600,Unnamed,Anoka
02055700,Unnamed,Anoka
02055800,Unnamed,Anoka
02055900,Unnamed,Anoka
02056100,Unnamed,Anoka
02056200,Unnamed,Anoka
02056300,Unnamed,Anoka
02056400,Unnamed,Anoka
02056500,Unnamed,Anoka
02056600,Unnamed,Anoka
02056700,Unnamed,Anoka
02057000,Unnamed,Anoka
02057100,Unnamed,Anoka
02057200,Unnamed,Anoka
02057300,Unnamed,Anoka
02057600,Unnamed,Anoka
02057700,Unnamed,Anoka
02057800,Unnamed,Anoka
02057900,Unnamed,Anoka
02058000,Unnamed,Anoka
02058100,Unnamed,Anoka
02058200,Unnamed,Anoka
02058300,Unnamed,Anoka
02058400,Loch Ness,Anoka
02058500,Loch Ness,Anoka
02058600,Unnamed,Anoka
02058700,Unnamed,Anoka
02058800,Unnamed,Anoka
02058900,Unnamed,Anoka
02059000,Unnamed,Anoka
02059100,Unnamed,Anoka
02059200,Unnamed,Anoka
02059300,Unnamed,Anoka
02059400,Unnamed,Anoka
02059500,Unnamed,Anoka
02059600,Unnamed,Anoka
02059700,Unnamed,Anoka
02059800,Unnamed,Anoka
02059900,Unnamed,Anoka
02060000,Unnamed,Anoka
02060200,Unnamed,Anoka
02060300,Unnamed,Anoka
02060400,Unnamed,Anoka
02060800,Unnamed (West Renolet Pond),Anoka
02061000,Unnamed (Dehns Pond),Anoka
02061200,Unnamed,Anoka
02061500,Unnamed,Anoka
02061600,Unnamed,Anoka
02061700,Unnamed,Anoka
02062300,Unnamed,Anoka
02062400,Unnamed,Anoka
02062500,Unnamed,Anoka
02062600,Unnamed,Anoka
02062800,Unnamed,Anoka
02062900,Unnamed,Anoka
02063000,Unnamed,Anoka
02063100,Unnamed,Anoka
02063400,Unnamed,Anoka
02063800,Unnamed,Anoka
02063900,Unnamed,Anoka
02064000,Unnamed,Anoka
02064300,Unnamed,Anoka
02064500,Unnamed,Anoka
02064600,Unnamed,Anoka
02064800,Unnamed,Anoka
02065400,Unnamed (Cenaiko),Anoka
02065600,Unnamed,Anoka
02065700,Unnamed,Anoka
02065800,Unnamed,Anoka
02065900,Unnamed,Anoka
02066100,Unnamed,Anoka
02066200,Unnamed,Anoka
02066300,Unnamed,Anoka
02066500,Unnamed,Anoka
02066700,Unnamed,Anoka
02066800,Unnamed,Anoka
02066900,Unnamed,Anoka
02067000,Unnamed,Anoka
02067100,Unnamed,Anoka
02067300,Unnamed,Anoka
02067500,Unnamed,Anoka
02067600,Unnamed,Anoka
02068000,Unnamed,Anoka
02068100,Unnamed,Anoka
02068400,Unnamed,Anoka
02068600,Unnamed (Clover Pond),Anoka
02068700,Unnamed,Anoka
02068800,Unnamed,Anoka
02068900,Unnamed,Anoka
02069000,Unnamed,Anoka
02069100,Unnamed,Anoka
02069200,Unnamed,Anoka
02069500,Unnamed,Anoka
02070200,Unnamed,Anoka
02070300,Unnamed,Anoka
02070400,Unnamed,Anoka
02070500,Unnamed,Anoka
02070600,Unnamed,Anoka
02070700,Unnamed,Anoka
02070800,Unnamed,Anoka
02070900,Unnamed,Anoka
02071000,Unnamed,Anoka
02071100,Unnamed,Anoka
02071200,Unnamed,Anoka
02071300,Unnamed,Anoka
02071400,Unnamed,Anoka
02071500,Unnamed,Anoka
02071700,Unnamed,Anoka
02071800,Unnamed,Anoka
02071900,Unnamed,Anoka
02072000,Unnamed,Anoka
02072100,Unnamed,Anoka
02072200,Unnamed,Anoka
02072300,Unnamed,Anoka
02072400,Unnamed,Anoka
