DOW,NAME,COUNTY
46011800,Badger,Martin
46011900,Patten,Martin
46012000,McGowan,Martin
46012100,Cedar,Martin
46012200,Unnamed,Martin
46012300,Unnamed,Martin
46012400,Unnamed,Martin
46012500,Unnamed,Martin
46012600,Unnamed,Martin
46012700,Unnamed,Martin
46012800,Fremont,Martin
46012900,Unnamed,Martin
46013000,Little Twin,Martin
46013100,Duck Marsh,Martin
46013200,Watkins,Martin
46013300,Big Twin,Martin
46013400,Unnamed,Martin
46013500,Unnamed,Martin
46013600,Unnamed,Martin
46013700,Unnamed,Martin
46013800,Unnamed,Martin
46013900,Unnamed,Martin
46014000,Unnamed,Martin
46014100,Unnamed,Martin
46014200,Unnamed,Martin
46014300,Unnamed,Martin
46014400,Unnamed,Martin
46014500,Fish,Martin
46014600,Buffalo,Martin
46014700,North,Martin
46014800,Unnamed,Martin
46014900,Stone,Martin
46015500,Unnamed,Martin
46016500,Big Twin Pond,Martin
46016700,Willard Peters Pond,Martin
47000100,Maple,Meeker
47000200,Francis,Meeker
47000300,Unnamed,Meeker
47000400,Byron,Meeker
47000500,Butternut,Meeker
47000600,Unnamed,Meeker
47000700,Unnamed,Meeker
47000800,Pigeon,Meeker
47000900,Unnamed,Meeker
47001000,Unnamed,Meeker
47001100,Unnamed,Meeker
47001200,Unnamed,Meeker
47001300,Unnamed,Meeker
47001400,Spencer,Meeker
47001500,Jennie,Meeker
47001600,Wolf,Meeker
47001700,Collins Lake,Meeker
47001800,Unnamed,Meeker
47001900,Little Wolf,Meeker
47002000,Unnamed,Meeker
47002100,Unnamed,Meeker
47002200,Unnamed,Meeker
47002300,Arvilla,Meeker
47002400,Maynard,Meeker
47002500,Little Swan,Meeker
47002600,Long,Meeker
47002700,Lunn,Meeker
47002800,Anderson,Meeker
47002900,Hart,Meeker
47003000,Unnamed,Meeker
47003100,Mud,Meeker
47003200,Spring,Meeker
47003300,Unnamed (Erickson),Meeker
47003400,Unnamed,Meeker
47003500,Sellards,Meeker
47003600,Little Spring,Meeker
47003700,Boo,Meeker
47003800,Big Swan,Meeker
47003900,Unnamed,Meeker
47004000,Mud,Meeker
47004100,Unnamed,Meeker
47004200,Betty,Meeker
47004300,Heenan Lake,Meeker
47004400,Jewitt,Meeker
47004500,Fallon,Meeker
47004600,Washington,Meeker
47004700,Unnamed,Meeker
47004800,Powers,Meeker
47004900,Belle,Meeker
47004901,Belle,Meeker
47004902,Piepenburg Park Pond,Meeker
47005000,Manuella,Meeker
47005100,Unnamed,Meeker
47005200,Unnamed,Meeker
47005300,Hurley,Meeker
47005400,Benton,Meeker
47005500,Birch,Meeker
47005600,Schoolhouse,Meeker
47005700,Porter,Meeker
47005800,Eighty Acre,Meeker
47005900,Mud,Meeker
47006000,Sioux,Meeker
47006100,Willie,Meeker
47006200,Greenleaf,Meeker
47006300,Unnamed,Meeker
47006400,Erie,Meeker
47006500,Unnamed,Meeker
47006600,Long,Meeker
47006700,Unnamed,Meeker
47006800,Stella,Meeker
47006900,North Buckley,Meeker
47007000,South Buckley,Meeker
47007100,Mud,Meeker
47007200,Unnamed,Meeker
47007300,East Andrew Nelson,Meeker
47007400,Turtle,Meeker
47007500,Unnamed,Meeker
47007600,Darwin,Meeker
47007700,Stevens,Meeker
47007800,Unnamed,Meeker
47007900,Unnamed,Meeker
47008000,Casey,Meeker
47008100,Hanon,Meeker
47008200,Dunns,Meeker
47008300,Unnamed,Meeker
47008400,Unnamed,Meeker
47008500,Mud,Meeker
47008600,Plum,Meeker
47008700,Rice,Meeker
47008800,Richardson,Meeker
47008900,Round,Meeker
47009000,Unnamed,Meeker
47009100,Unnamed,Meeker
47009200,Unnamed,Meeker
47009300,Unnamed,Meeker
47009400,Unnamed,Meeker
47009500,Clear,Meeker
47009600,Little Mud,Meeker
47009700,Unnamed,Meeker
47009800,Unnamed,Meeker
47009900,Unnamed,Meeker
47010000,Rohrbeck,Meeker
47010100,Andrew Nelson,Meeker
47010200,Round,Meeker
47010300,Unnamed,Meeker
47010400,Unnamed,Meeker
47010500,Unnamed,Meeker
47010600,Hoff,Meeker
47010800,Unnamed,Meeker
47010900,Unnamed,Meeker
47011000,Pipe,Meeker
47011100,Unnamed,Meeker
47011200,Harden,Meeker
47011300,Coombs,Meeker
47011400,Atkinson,Meeker
47011500,Unnamed,Meeker
47011600,Hoosier,Meeker
47011700,Unnamed,Meeker
47011800,Evenson,Meeker
47011900,Minnie-Belle,Meeker
47012000,Unnamed,Meeker
47012100,Mud,Meeker
47012200,Unnamed,Meeker
47012300,Unnamed,Meeker
47012400,Unnamed,Meeker
47012500,Unnamed,Meeker
47012600,Unnamed,Meeker
47012700,Goose,Meeker
47012800,Unnamed,Meeker
47012900,Star,Meeker
47013000,Unnamed,Meeker
47013100,Stone,Meeker
47013200,Unnamed,Meeker
47013300,Chicken,Meeker
47013400,Ripley,Meeker
47013401,Ripley (east portion),Meeker
47013402,Ripley (west portion),Meeker
47013500,East Hanson,Meeker
47013600,West Hanson,Meeker
47013700,Harold,Meeker
47013800,Youngstrom,Meeker
47013900,Unnamed (Mud),Meeker
47014000,Minnesota,Meeker
47014100,Unnamed,Meeker
47014200,Towers,Meeker
47014300,Mary,Meeker
47014400,Half Moon,Meeker
47014500,Unnamed,Meeker
47014600,Madsen,Meeker
47014700,Schultz,Meeker
47014800,Unnamed,Meeker
47014900,Unnamed,Meeker
47015000,Unnamed,Meeker
47015100,Horseshoe,Meeker
47015200,Mud,Meeker
47015300,King,Meeker
47015400,Thoen,Meeker
47015500,Pigeon,Meeker
47015600,Unnamed,Meeker
47015700,Unnamed,Meeker
47015800,Unnamed,Meeker
47015900,Thompson,Meeker
47016000,Unnamed,Meeker
47016100,Unnamed,Meeker
47016200,Unnamed,Meeker
47016300,Unnamed,Meeker
47016400,Unnamed,Meeker
47016500,Unnamed,Meeker
47016600,Unnamed,Meeker
47016700,Unnamed,Meeker
47016800,Middle,Meeker
47016900,Rodewald,Meeker
47017000,Unnamed,Meeker
47017100,Belle,Meeker
47017200,Unnamed,Meeker
47017300,Popple,Meeker
47017400,Unnamed,Meeker
47017500,Nelson,Meeker
47017600,Butler,Meeker
47017700,Long,Meeker
47017800,Sather,Meeker
47017900,Moe,Meeker
47018000,Draxton,Meeker
47018100,Kelley,Meeker
47018200,Unnamed,Meeker
47018300,Hope,Meeker
47018400,Unnamed,Meeker
47018500,Unnamed,Meeker
47018600,Poplar,Meeker
47018700,Unnamed,Meeker
47018800,Unnamed,Meeker
47018900,Unnamed,Meeker
47019000,Unnamed,Meeker
47019100,Unnamed (Town Slough),Meeker
47019200,Lund,Meeker
47019300,Wilcox,Meeker
47019400,Miller,Meeker
47019500,Unnamed,Meeker
47019600,Mud,Meeker
47019700,Unnamed,Meeker
47019800,Peterson,Meeker
47019900,Helga,Meeker
47020000,Dahls,Meeker
47020100,Emma,Meeker
47020200,West,Meeker
47020300,Unnamed,Meeker
47020400,Unnamed,Meeker
47020500,Whitney,Meeker
47020600,Lydia,Meeker
47020700,Unnamed,Meeker
47020800,Unnamed,Meeker
47020900,Unnamed,Meeker
47021000,Linden Marsh,Meeker
47021200,Unnamed,Meeker
47021300,Unnamed,Meeker
47021400,Unnamed,Meeker
47021500,Unnamed,Meeker
47021600,Unnamed,Meeker
47021700,Unnamed,Meeker
47021800,Unnamed (Hendrickson NPSA),Meeker
47021900,Unnamed,Meeker
47022000,Unnamed,Meeker
47022300,Unnamed,Meeker
47022400,Unnamed,Meeker
47022700,Unnamed,Meeker
47022900,Unnamed,Meeker
47023400,Unnamed,Meeker
47023500,Unnamed,Meeker
47023700,Unnamed,Meeker
47023800,Unnamed,Meeker
47024100,Unnamed,Meeker
47024400,Unnamed,Meeker
47024500,Unnamed,Meeker
47024800,Unnamed,Meeker
47025100,Unnamed,Meeker
47025200,Unnamed,Meeker
47025500,Unnamed,Meeker
47025700,Unnamed,Meeker
47025800,Unnamed,Meeker
47026000,Unnamed,Meeker
47026100,Unnamed,Meeker
47026200,Unnamed,Meeker
47026300,Unnamed,Meeker
47026400,Unnamed,Meeker
47026500,Unnamed,Meeker
47026600,Unnamed,Meeker
47026700,Unnamed,Meeker
47026800,Unnamed,Meeker
47027200,Unnamed,Meeker
47027500,Unnamed,Meeker
47027700,Unnamed,Meeker
47027800,Unnamed,Meeker
47027900,Unnamed,Meeker
47028000,Unnamed,Meeker
47028200,Unnamed,Meeker
47028300,Unnamed,Meeker
47028400,Unnamed,Meeker
47028600,Unnamed,Meeker
47028700,Unnamed,Meeker
47029000,Unnamed,Meeker
47029100,Unnamed,Meeker
47029400,Unnamed,Meeker
47029700,Unnamed,Meeker
47029800,Unnamed,Meeker
47029900,Unnamed,Meeker
47030200,Unnamed,Meeker
47030300,Unnamed,Meeker
47030600,Unnamed,Meeker
47030700,Unnamed,Meeker
47030800,Unnamed,Meeker
47030900,Unnamed,Meeker
47031100,Unnamed,Meeker
47031200,Unnamed,Meeker
47031300,Unnamed,Meeker
47031400,Unnamed,Meeker
47031600,Unnamed,Meeker
47031700,Unnamed,Meeker
47031800,Unnamed,Meeker
47031900,Unnamed,Meeker
47032000,Unnamed,Meeker
47032200,Unnamed,Meeker
47032300,Unnamed,Meeker
47032500,Unnamed,Meeker
47032800,Unnamed,Meeker
47032900,Unnamed,Meeker
47033000,Unnamed,Meeker
47033100,Unnamed,Meeker
47033200,Unnamed,Meeker
47033400,Unnamed,Meeker
47033500,Unnamed,Meeker
47033600,Unnamed,Meeker
47033700,Unnamed,Meeker
47033800,Unnamed,Meeker
47033900,Unnamed,Meeker
47034000,Unnamed,Meeker
47034100,Unnamed,Meeker
47034200,Unnamed,Meeker
47034300,Unnamed,Meeker
47034400,Unnamed,Meeker
47034600,Unnamed,Meeker
47034800,Unnamed,Meeker
47034900,Unnamed,Meeker
47035000,Unnamed,Meeker
47035100,Unnamed,Meeker
47035200,Unnamed,Meeker
47035300,Tyrone Bean,Meeker
47035400,Manuella NPSA,Meeker
47035500,Acton Township Pond 1,Meeker
48000100,Anderson,Mille Lacs
48000200,Mille Lacs,Mille Lacs
48000300,Fog,Mille Lacs
48000400,Silver,Mille Lacs
48000500,Unnamed,Mille Lacs
48000600,Mud,Mille Lacs
48000700,Cranberry,Mille Lacs
48000800,Unnamed,Mille Lacs
48000900,Onamia,Mille Lacs
48001000,Rice,Mille Lacs
48001100,Black Bass,Mille Lacs
48001200,Shakopee,Mille Lacs
48001300,Warren,Mille Lacs
48001400,Ogechie,Mille Lacs
48001500,Brown,Mille Lacs
48001600,Bass,Mille Lacs
48001700,Bass,Mille Lacs
48001800,Bass,Mille Lacs
48001900,Unnamed,Mille Lacs
48002000,Dewitt Marsh,Mille Lacs
48002100,Unnamed,Mille Lacs
48002200,Unnamed,Mille Lacs
48002300,Kutil,Mille Lacs
48002400,Tientes,Mille Lacs
48002500,Wright,Mille Lacs
48002600,Unnamed,Mille Lacs
48002700,Unnamed,Mille Lacs
48002800,Unnamed,Mille Lacs
48003300,Gittins,Mille Lacs
48003400,Unnamed,Mille Lacs
48003500,Korsness Pool,Mille Lacs
48003600,Ernst Pool,Mille Lacs
48003800,Unnamed,Mille Lacs
48003900,Unnamed,Mille Lacs
48004300,Unnamed,Mille Lacs
48004400,Unnamed,Mille Lacs
48004500,Unnamed,Mille Lacs
48004600,Unnamed,Mille Lacs
48004700,Unnamed,Mille Lacs
48004900,Abney,Mille Lacs
48005000,Holtzer,Mille Lacs
48005100,Depriest,Mille Lacs
48005300,Unnamed,Mille Lacs
48005400,Unnamed,Mille Lacs
48005500,Unnamed,Mille Lacs
48005700,Jindra,Mille Lacs
48005800,Woken,Mille Lacs
48005900,Norman,Mille Lacs
48006000,Unnamed,Mille Lacs
48006300,Unnamed,Mille Lacs
48006400,Girth,Mille Lacs
48006500,Hjelm,Mille Lacs
48006600,Mattern,Mille Lacs
48006700,Toberman,Mille Lacs
48006800,Anderson Marsh,Mille Lacs
48006900,Gustafson Marsh,Mille Lacs
48007000,Unnamed,Mille Lacs
48007100,Unnamed,Mille Lacs
48007200,Bent Brickton(Survey0301),Mille Lacs
48007400,Olson Pool,Mille Lacs
48007500,Korsness 2 Pool,Mille Lacs
48007600,Korsness 3 Pool,Mille Lacs
48007700,Rum River State Forest Large Pool,Mille Lacs
49000100,Unnamed,Morrison
49000200,Unnamed,Morrison
49000300,Starvation,Morrison
49000400,White Bear,Morrison
49000500,Peavy,Morrison
49000600,Twelve,Morrison
49000700,Skunk,Morrison
49000800,Brouhaha,Morrison
49000900,Gasconade,Morrison
49001000,Unnamed,Morrison
49001100,Christmas,Morrison
49001200,Unnamed,Morrison
49001300,Horseshoe,Morrison
49001400,Hannah,Morrison
49001500,Long,Morrison
49001600,Sullivan,Morrison
49001700,Unnamed,Morrison
49001800,Mud,Morrison
49001900,Round,Morrison
49002000,Coon,Morrison
49002100,Ortman,Morrison
49002200,Denger,Morrison
49002300,Vinegar,Morrison
49002400,Pierz,Morrison
49002500,Rice,Morrison
49002600,Skunk,Morrison
49002700,Mud,Morrison
49002800,Frieze,Morrison
49002900,Mud,Morrison
49003000,Pelkey,Morrison
49003100,Lodemeier,Morrison
49003200,Michaels,Morrison
49003300,Popple,Morrison
49003400,Stud,Morrison
49003500,Green Prairie Fish,Morrison
49003600,Sylvan,Morrison
49003601,Sylvan (Main Basin),Morrison
49003602,Sylvan (North Basin),Morrison
49003700,Unnamed,Morrison
49003800,Star,Morrison
49003900,O'Donald,Morrison
49004000,Mud,Morrison
49004100,East Twin,Morrison
49004200,West Twin,Morrison
49004300,Kraft,Morrison
49004400,Johnson,Morrison
49004500,Sheep,Morrison
49004600,Muskrat,Morrison
49004700,Pugh,Morrison
49004800,Johnson,Morrison
49004900,Mallard,Morrison
49005000,Meadow,Morrison
49005100,Miller,Morrison
49005200,Holden,Morrison
49005300,Unnamed,Morrison
49005400,Lookout,Morrison
49005500,Goose,Morrison
49005600,Round,Morrison
49005700,Three Finger,Morrison
49005800,Ferrell,Morrison
49005900,Unnamed,Morrison
49006000,Tamarack,Morrison
49006100,Unnamed,Morrison
49006200,Unnamed (Boomerang),Morrison
49006300,Frog,Morrison
49006400,Fosdick,Morrison
49006500,Bass,Morrison
49006600,Coon Stump,Morrison
49006700,Muskrat,Morrison
49006800,Cockburn,Morrison
49006900,Long,Morrison
49007000,Ericson,Morrison
49007100,Coofie Marsh,Morrison
49007200,Mud,Morrison
49007300,Alott,Morrison
49007400,Mud,Morrison
49007500,Mud,Morrison
49007600,Unnamed,Morrison
49007700,Unnamed,Morrison
49007800,Camile,Morrison
49007900,Alexander,Morrison
49008000,Placid,Morrison
49008100,Pine,Morrison
49008200,Dunder Pond,Morrison
49008300,Horseshoe,Morrison
49008400,Stony,Morrison
49008500,Unnamed,Morrison
49008600,Long,Morrison
49008700,Polander,Morrison
49008800,Unnamed,Morrison
49008900,Ganz,Morrison
49009000,Little Ganz,Morrison
49009100,Coon,Morrison
49009200,Bass,Morrison
49009300,Tamarack,Morrison
49009400,Larson,Morrison
49009500,Mud,Morrison
49009600,Unnamed,Morrison
49009700,Beauty,Morrison
49009800,Prowect,Morrison
49009900,Bass,Morrison
49010000,Unnamed,Morrison
49010100,Madaline,Morrison
49010200,Corner,Morrison
49010300,Westman,Morrison
49010400,Longs,Morrison
49010500,Canton,Morrison
49010600,Unnamed,Morrison
49010700,Unnamed,Morrison
49010800,Lagerquist,Morrison
49010900,Overlook,Morrison
49011000,Leslie,Morrison
49011100,Unnamed,Morrison
49011200,Unnamed,Morrison
49011300,Unnamed,Morrison
49011400,Unnamed,Morrison
49011500,Millers,Morrison
49011600,Unnamed,Morrison
49011700,Line,Morrison
49011800,Stanchfield,Morrison
49011900,Unnamed,Morrison
49012000,Unnamed,Morrison
49012100,North Twin,Morrison
49012200,South Twin,Morrison
49012300,Unnamed,Morrison
49012400,Unnamed,Morrison
49012500,Unnamed,Morrison
49012600,Unnamed,Morrison
49012700,Shamineau,Morrison
49012800,Lena,Morrison
49012900,Perch,Morrison
49013000,Unnamed,Morrison
49013100,Round,Morrison
49013200,Unnamed,Morrison
49013300,Crookneck,Morrison
49013400,Unnamed,Morrison
49013500,Bernhart,Morrison
49013600,Ham,Morrison
49013700,Fish Trap,Morrison
49013800,Unnamed,Morrison
49013900,Unnamed,Morrison
49014000,Cedar,Morrison
49014100,Unnamed,Morrison
49014200,Unnamed,Morrison
49014300,Jejune,Morrison
49014400,Unnamed,Morrison
49014500,Ophidian Marsh,Morrison
49014600,Unnamed,Morrison
49014700,Unnamed,Morrison
49014800,Unnamed,Morrison
49014900,Unnamed,Morrison
49015000,Unnamed,Morrison
49015100,Unnamed,Morrison
49015200,Unnamed,Morrison
49015300,Unnamed,Morrison
49015400,Unnamed,Morrison
49015500,Unnamed,Morrison
49015700,Unnamed,Morrison
49015800,Unnamed,Morrison
49016000,Big Marsh,Morrison
49016300,Unnamed,Morrison
49016400,Unnamed,Morrison
49016500,Unnamed,Morrison
49016600,Unnamed,Morrison
49016700,Unnamed,Morrison
49016800,Pollen Marsh,Morrison
49016900,Unnamed,Morrison
49017000,Unnamed,Morrison
49017100,Unnamed,Morrison
49017200,Unnamed,Morrison
49017300,Unnamed,Morrison
49017500,Unnamed,Morrison
49017600,Duck Marsh,Morrison
49017700,Unnamed,Morrison
49017900,Unnamed,Morrison
49018200,Unnamed,Morrison
49018300,Unnamed,Morrison
49018400,Ruga Marsh,Morrison
49018500,Unnamed,Morrison
49018600,Unnamed,Morrison
49018700,Lebenstraum Pond,Morrison
49018800,Ersatz Marsh,Morrison
49018900,Unnamed,Morrison
49019000,Granite,Morrison
49019100,Unnamed,Morrison
49019200,Unnamed,Morrison
49019400,Boschbok Marsh,Morrison
49019500,Unnamed (Popple Pond),Morrison
49019600,Unnamed,Morrison
49019700,Potamic Marsh,Morrison
49019800,Unnamed,Morrison
49020000,Lastrup,Morrison
49020100,Bane Pond,Morrison
49020200,Unnamed,Morrison
49020300,Unnamed,Morrison
49020400,Unnamed,Morrison
49020600,Black Bottom Marsh,Morrison
49020700,Unnamed,Morrison
49020800,Nadir,Morrison
49020900,Unnamed,Morrison
49021000,Unnamed,Morrison
49021100,Unnamed,Morrison
49021200,Unnamed,Morrison
49021300,Unnamed,Morrison
49021400,Unnamed,Morrison
49021500,Unnamed,Morrison
49021600,Unnamed,Morrison
49021700,Unnamed,Morrison
49021800,Unnamed,Morrison
49021900,Unnamed,Morrison
49022000,Unnamed,Morrison
49022100,Unnamed,Morrison
49022200,Unnamed,Morrison
49022300,Unnamed,Morrison
49022400,Mud,Morrison
49022500,Unnamed,Morrison
49022600,Unnamed,Morrison
49022700,Unnamed,Morrison
49022900,Unnamed,Morrison
49023000,Dale,Morrison
49023100,Unnamed,Morrison
49023200,Boomerang,Morrison
49023300,Unnamed,Morrison
49023400,Unnamed,Morrison
49023600,Deer,Morrison
49023700,Still,Morrison
49023800,Unnamed (Five Deer Pond),Morrison
49023900,Unnamed,Morrison
49024000,Unnamed,Morrison
49024100,Unnamed,Morrison
49024200,Unnamed,Morrison
49024300,Unnamed,Morrison
49024400,East Nelson,Morrison
49024500,Unnamed,Morrison
49024600,Unnamed,Morrison
49024700,Unnamed,Morrison
49024800,Unnamed,Morrison
49024900,Unnamed,Morrison
49025000,Unnamed,Morrison
49025100,Unnamed,Morrison
49025200,Unnamed,Morrison
49025300,Unnamed,Morrison
49025500,Unnamed,Morrison
49025600,Unnamed,Morrison
49025700,Unnamed,Morrison
49025900,Twin,Morrison
49026000,Unnamed,Morrison
49026100,Unnamed,Morrison
49026300,Unnamed,Morrison
49026400,Unnamed,Morrison
49026500,Unnamed,Morrison
49026600,Unnamed,Morrison
49026700,Unnamed,Morrison
49026800,Unnamed,Morrison
49026900,Kuhl,Morrison
49027000,Unnamed,Morrison
49027100,Unnamed,Morrison
49027300,Unnamed,Morrison
49027500,Unnamed,Morrison
49027600,Unnamed,Morrison
49027700,Unnamed,Morrison
49027800,Unnamed,Morrison
49027900,Unnamed,Morrison
49028000,Unnamed,Morrison
49028100,Unnamed,Morrison
49028200,Unnamed,Morrison
49028300,Unnamed,Morrison
49028400,Unnamed,Morrison
49028600,Unnamed,Morrison
49028700,Unnamed,Morrison
49028800,Unnamed,Morrison
49028900,Unnamed,Morrison
49029000,Unnamed,Morrison
49029100,Unnamed,Morrison
49029500,Bullhead,Morrison
49029600,Unnamed,Morrison
49029700,Unnamed,Morrison
49029800,Unnamed,Morrison
49029900,Unnamed,Morrison
49030000,Unnamed,Morrison
49030100,Unnamed,Morrison
49030200,Unnamed,Morrison
49030400,Unnamed,Morrison
49030500,Unnamed,Morrison
49030600,Unnamed,Morrison
49030800,Unnamed,Morrison
49031000,Unnamed,Morrison
49031100,Unnamed,Morrison
49031200,Unnamed,Morrison
49032200,Normandy Pond,Morrison
49032300,Mississippi River - Zebulon Pike,Morrison
49032400,Unnamed,Morrison
49032500,Meadow Road,Morrison
49032600,Gold Pond,Morrison
49032700,Skunk River,Morrison
49032800,Platte River Dam Pool,Morrison
49032900,Kurtz Pond,Morrison
49033000,Loberg Fish Pond,Morrison
49033100,Wigelia Pond,Morrison
49033200,Rhododendron Pond,Morrison
49033300,Azalea Pond,Morrison
49033400,Hosta Pond,Morrison
49033500,Trillium Pond,Morrison
49033600,Alomestria Pond,Morrison
49033700,Toad Lily Pond,Morrison
49033800,Carnation Pond,Morrison
49033900,Spider Mum Pond,Morrison
49034000,Willow Pond,Morrison
49034100,Brownie Pond,Morrison
49034200,Johnson,Morrison
49034300,Pepper,Morrison
49034400,Little Elk WMA,Morrison
49034600,Crew Pond,Todd
49034700,Unnamed,Morrison
49034800,Unnamed,Morrison
50000100,Louise Mill Pond,Mower
50000200,East Side,Mower
50000300,Mill Pond,Mower
50000400,Ramsey Mill Pond,Mower
50001400,Pine Lawn,Mower
50001500,LeRoy Sand Pit,Mower
50001600,Unnamed,Mower
50001700,Gabriel,Mower
50001800,Araya Pond,Mower
50001900,Elijah Pond,Mower
50002000,Josh Pond,Mower
50002100,Jason Pond,Mower
50002200,Donald Pond,Mower
50002300,Rose Pond,Mower
51000100,Snow,Murray
51000200,Julia,Murray
51000300,Central,Murray
51000400,Berry,Murray
51000500,Field,Murray
51000600,Louisa,Murray
51000700,Unnamed (Silver),Murray
51000800,Star,Murray
51000900,Long,Murray
51001000,Rush,Murray
51001100,Buffalo Marsh,Murray
51001200,Dovray Marsh,Murray
51001300,Unnamed,Murray
51001400,Unnamed,Murray
51001500,Duck,Murray
51001600,Unnamed,Murray
51001700,Unnamed,Murray
51001800,Buffalo,Murray
51001900,Unnamed,Murray
51002000,Second Fulda,Murray
51002100,First Fulda,Murray
51002200,Unnamed,Murray
51002300,Unnamed,Murray
51002400,Lime,Murray
51002500,Unnamed,Murray
51002600,Hanover Slough,Murray
51002700,Smith,Murray
51002800,Park,Murray
51002900,Unnamed,Murray
51003000,Dibble Marsh,Murray
51003100,Hanson Marsh,Murray
51003300,Unnamed,Murray
51003400,Metty Marsh,Murray
51003500,Webster Slough,Murray
51003600,Francis Siegel,Murray
51003700,Unnamed,Murray
51003800,Round,Murray
51003900,Fremont,Murray
51004000,Bloody,Murray
51004100,Unnamed,Murray
51004200,Robbins Marsh,Murray
51004300,Fox,Murray
51004400,Willow,Murray
51004500,Armstrong Slough,Murray
51004600,Shetek,Murray
51004700,Clear,Murray
51004800,Willow,Murray
51004900,South Badger,Murray
51005000,North Badger,Murray
51005100,Unnamed,Murray
51005200,Melchoir WMA,Murray
51005300,Unnamed,Murray
51005400,Corabelle,Murray
51005500,Unnamed,Murray
51005600,Unnamed,Murray
51005700,Elsie,Murray
51005800,Unnamed,Murray
51005900,Mud,Murray
51006000,Clear,Murray
51006100,Beauty,Murray
51006200,Maria,Murray
51006300,Sarah,Murray
51006400,Unnamed,Murray
51006500,Unnamed,Murray
51006600,Unnamed,Murray
51006700,Stoderl Slough,Murray
51006800,Summit,Murray
51006900,Moon,Murray
51007000,DeGreef Slough,Murray
51007100,Unnamed,Murray
51007200,Crooked,Murray
51007300,Unnamed,Murray
51007400,Great Oasis,Murray
51007500,Unnamed,Murray
51007600,Unnamed,Murray
51007700,Rush,Murray
51007800,Bear,Murray
51007801,Bear (NW portion),Murray
51007802,Bear (East portion),Murray
51007803,Bear (SW portion),Murray
51007899,Bear,Murray
51007900,Iron,Murray
51008000,Oscar,Murray
51008100,Wilson,Murray
51008200,Currant,Murray
51008300,Klinker's Marsh,Murray
51008400,Nelson's Marsh,Murray
51008500,Unnamed,Murray
51008600,Ruthton Marsh,Murray
51008700,Unnamed,Murray
51008800,Unnamed (Hjermstad),Murray
51008900,Hjermstad Slough,Murray
51008901,North Marsh,Murray
51008902,Hjermstad Slough,Murray
51009000,Current Lake Marsh,Murray
51009100,Unnamed (Ellsborough WMA),Murray
51009200,Unnamed,Murray
51009300,Unnamed,Murray
51009400,Unnamed,Murray
51009500,Unnamed (Van Eck WMA basin),Murray
51009600,Ivadelle,Murray
51009700,Unnamed,Murray
51009800,Unnamed,Murray
51009900,Lange Marsh,Murray
51010000,Unnamed,Murray
51010100,Unnamed,Murray
51010300,Unnamed,Murray
51010400,Unnamed,Murray
51010500,Big Slough,Murray
51010600,Unnamed,Murray
51010700,Unnamed,Murray
51010800,Unnamed,Murray
51010801,Shetek Pond #1,Murray
51010802,Shetek Pond #2,Murray
51010900,Unnamed,Murray
51011000,Unnamed,Murray
51011100,Unnamed,Murray
51011200,Unnamed,Murray
51011300,Unnamed,Murray
51011400,Unnamed,Murray
51011500,Unnamed,Murray
51011600,Deutchman Slough,Murray
51011700,Chandler Marsh,Murray
51011800,Unnamed,Murray
51011900,Unnamed,Murray
51012000,Unnamed,Murray
51012100,Unnamed,Murray
51012400,Unnamed,Murray
51012500,Alwood,Murray
51012600,Mason Slough,Murray
51012700,Unnamed,Murray
51012800,Unnamed,Murray
51013000,Unnamed,Murray
51013200,Unnamed,Murray
51013300,Unnamed,Murray
51013400,Unnamed,Murray
51013600,Unnamed,Murray
51013900,Unnamed,Murray
51014100,Irruption WMA,Murray
51014200,Unnamed,Murray
51014500,Unnamed,Murray
51014600,Unnamed,Murray
51014700,Unnamed,Murray
51014800,Unnamed,Murray
51014900,Unnamed,Murray
51015000,Unnamed,Murray
51015100,Unnamed,Murray
51015200,Unnamed,Murray
51015300,Unnamed,Murray
51015400,Unnamed,Murray
51015500,Unnamed,Murray
51015600,Unnamed,Murray
51015800,Unnamed,Murray
51015900,Unnamed,Murray
51016000,Unnamed,Murray
51016300,Unnamed,Murray
51016400,Unnamed,Murray
51016500,Unnamed,Murray
51016600,Unnamed,Murray
51016700,Unnamed,Murray
51016800,Unnamed,Murray
51016900,Unnamed,Murray
51017000,Unnamed,Murray
51017100,Unnamed,Murray
51017200,Unnamed,Murray
51017500,Unnamed,Murray
51017700,Unnamed,Murray
51018000,Unnamed,Murray
51018100,Unnamed,Murray
51018200,Unnamed,Murray
51018300,Unnamed,Murray
51018400,Unnamed,Murray
51018500,Unnamed,Murray
51018600,Unnamed,Murray
51018700,Unnamed,Murray
51018800,Unnamed,Murray
51019900,Fulda Pond,Murray
51020000,Chandler Reservoir,Murray
51020100,Post Group Detention,Murray
51020200,Malone Pond,Murray
52000100,Unnamed (Hallet),Nicollet
52000200,Spring,Nicollet
52000300,Unnamed,Nicollet
52000400,Rogers,Nicollet
52000500,Fox,Nicollet
52000600,Unnamed,Nicollet
52000700,Overson,Nicollet
52000800,Erickson,Nicollet
52000900,Goose,Nicollet
52001000,Oak Leaf,Nicollet
52001100,Unnamed,Nicollet
52001200,Zwinggi,Nicollet
52001300,Timber,Nicollet
52001400,Unnamed,Nicollet
52001500,Sand,Nicollet
52001600,Unnamed,Nicollet
52001700,Unnamed,Nicollet
52001800,Unnamed,Nicollet
52001900,Nelson,Nicollet
